family_key,family_title,brands,variant_count,variant_codes,variant_labels,colors,sizes,supplier_codes,gtins,min_msrp,max_msrp,image_count,source_urls
949032,"ΘΕΡΜΟΣ STAINLESS STEEL 0,50L BLOSSOM POLO",POLO,6,8475|8476|8477|8478|8479|8480,Beige|Black|Pink|Mint Green|Brown Fuchsia,Μπεζ|Μαύρο|Ροζ|Πράσινο|Καφέ,O/S,949032-8475|949032-8476|949032-8477|949032-8478|949032-8479|949032-8480,5201927151669|5201927151676|5201927151683|5201927151690|5201927151706|5201927151713,13.20,13.20,6,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-blossom-polo-8475/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-blossom-polo-8476/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-blossom-polo-8477/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-050l-blossom-polo-8478/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-blossom-polo-8479/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-050l-blossom-polo-8480/
949033,"ΘΕΡΜΟΣ STAINLESS STEEL JUNIOR ΙΙ 0,50L POLO",POLO,8,8419|8420|8421|8422|8423|8424|8425|8426,Butterfly|Unicorn|GAMING|Motorcycle|BASKET|8424|Cute Foxe|Mermaid,,O/S,949033-8419|949033-8420|949033-8421|949033-8422|949033-8423|949033-8424|949033-8425|949033-8426,5201927151645,18.50,18.50,8,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-junior-ii-050l-polo-8419/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-junior-ii-050l-polo-8420/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-junior-ii-050l-polo-8421/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-junior-ii-050l-polo-8422/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-junior-ii-050l-polo-8423/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-junior-ii-050l-polo-8424/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-junior-ii-050l-polo-8425/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-junior-ii-050l-polo-8426/
949034,"ΘΕΡΜΟΣ STAINLESS STEEL 0,50L SOLID POLO",POLO,6,3900|4400|5300|6800|7100|7300,Pink|Fuchsia|Light Blue|Mint Green|Yellow|Orange,Ροζ|Μπλε|Πράσινο|Κίτρινο|Πορτοκαλί,O/S,949034-3900|949034-4400|949034-5300|949034-6800|949034-7100|949034-7300,5201927155223|5201927155216|5201927155247|5201927155230|5201927155193|5201927155209,12.40,12.40,6,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-solid-polo-3900/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-solid-polo-4400/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-stainless-steel-050l-solid-polo-5300/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-solid-polo-6800/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-solid-polo-7100/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-stainless-steel-050l-solid-polo-7300/
951035,ΔΟΧΕΙΟ ΦΑΓΗΤΟΥ ΜΕ ΑΠΟΣΠΩΜΕΝΟ ΕΣΩΤΕΡΙΚΟ ΔΙΑΧΩΡΙΣΤΙΚΟ P/P,POLO,2,3900|5900,DOMINO,,O/S,951035-3900|951035-5900,,10.00,10.00,5,https://www.polo.gr/bags/travel/el-travel-food-accessories/el-lunch-box-p-p1100-ml-3900-3-2/|https://www.polo.gr/bags/travel/el-travel-food-accessories/el-lunch-box-p-p1100-ml-5900-3-2/
951038,ΔΟΧΕΙΟ ΦΑΓΗΤΟΥ ΜΕ ΔΙΑΧΩΡΙΣΤΙΚΟ P/P,POLO,2,4657|5870,4657|5870,,O/S,951038-4657|951038-5870,,7.00,7.00,4,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-p-p1100-ml-4657-2/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-box-p-p1100-ml-5870-2/
965001,ΣΑΚΙΔΙΟ TROLLEY JUNIOR FIZZ,POLO,4,8448|8449|8450|8451,Shark|Swan|Dog|Soccer,,O/S,965001-8448|965001-8449|965001-8450|965001-8451,5201927144302|5201927144319|5201927144326|5201927144333,38.00,38.00,18,https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-trolley-junior-fizz-8448/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-trolley-junior-fizz-8449/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-trolley-junior-fizz-8450/|https://www.polo.gr/bags/back2school/nipiagogeiou/el-backpack-trolley-junior-fizz-8451/
965002,ΒΑΛΙΤΣΑ TROLLEY TOKYO PP 32Lt,POLO,3,2100|6500|7500,2100|6500|7500,,O/S,965002-2100|965002-6500|965002-7500,5201927156015|5201927156022|5201927156039,55.00,55.00,6,https://www.polo.gr/bags/travel/travel-trolley-bag/el-tokyo-pp-trolley-luggage-32lt-2100/|https://www.polo.gr/bags/travel/travel-trolley-bag/el-tokyo-pp-trolley-luggage-32lt-6500/|https://www.polo.gr/bags/travel/travel-trolley-bag/el-tokyo-pp-trolley-luggage-32lt-7500/
965003,ΒΑΛΙΤΣΑ TROLLEY TOKYO PP 62Lt,POLO,1,6500,6500,,O/S,965003-6500,5201927156046,66.00,66.00,2,https://www.polo.gr/bags/travel/travel-trolley-bag/el-tokyo-pp-trolley-luggage-62lt-6500/
965004,ΒΑΛΙΤΣΑ TROLLEY TOKYO PP 92Lt,POLO,1,6500,6500,,O/S,965004-6500,5201927156053,77.00,77.00,2,https://www.polo.gr/bags/travel/travel-trolley-bag/el-tokyo-pp-trolley-luggage-92lt-6500/
965006,ΒΑΛΙΤΣΑ TROLLEY ATHENS FABRIC 38Lt,POLO,3,2100|3300|5000,DOMINO|3300|5000,,O/S,965006-2100|965006-3300|965006-5000,5201927156084|5201927156091,68.00,68.00,6,https://www.polo.gr/bags/travel/travel-trolley-bag/el-athens-fabric-trolley-luggage-38lt-2100/|https://www.polo.gr/bags/travel/travel-trolley-bag/el-athens-fabric-trolley-luggage-38lt-3300/|https://www.polo.gr/bags/travel/travel-trolley-bag/el-athens-fabric-trolley-luggage-38lt-5000/
965007,ΒΑΛΙΤΣΑ TROLLEY ATHENS FABRIC 65Lt,POLO,1,2100,DOMINO,,O/S,965007-2100,,79.00,79.00,2,https://www.polo.gr/bags/travel/travel-trolley-bag/el-athens-fabric-trolley-luggage-65lt-2100/
965008,ΒΑΛΙΤΣΑ TROLLEY ATHENS FABRIC 93Lt,POLO,1,2100,DOMINO,,O/S,965008-2100,,92.00,92.00,2,https://www.polo.gr/bags/travel/travel-trolley-bag/el-athens-fabric-trolley-luggage-93lt/
965055,ΣΑΚΙΔΙΟ TROLLEY FREELY,POLO,4,8419|8420|8421|8422,Butterfly|Unicorn|Gaming|Motorcycle,,O/S,965055-8419|965055-8420|965055-8421|965055-8422,5201927142193|5201927142209|5201927142216|5201927142223,75.00,75.00,32,https://www.polo.gr/bags/back2school/trolei/el-backpack-trolley-freely-8419/|https://www.polo.gr/bags/back2school/trolei/el-backpack-trolley-freely-8420/|https://www.polo.gr/bags/back2school/trolei/el-backpack-trolley-freely-8421/|https://www.polo.gr/bags/back2school/trolei/el-backpack-trolley-freely-8422/
965056,ΣΑΚΙΔΙΟ TROLLEY ORBIT,POLO,4,8423|8424|8425|8426,8423|Golden Ball|Fox|Mermaid,,O/S,965056-8423|965056-8424|965056-8425|965056-8426,5201927142353|5201927142360|5201927142377|5201927142384,70.00,70.00,28,https://www.polo.gr/bags/back2school/trolei/el-backback-trolley-orbit-8423/|https://www.polo.gr/bags/back2school/trolei/el-backback-trolley-orbit-8424/|https://www.polo.gr/bags/back2school/trolei/el-backback-trolley-orbit-8425/|https://www.polo.gr/bags/back2school/trolei/el-backback-trolley-orbit-8426/
971001,LUNCH BAG FIZZ,POLO,4,8448|8449|8450|8451,Shark|Swan|Dog|Soccer,,O/S,971001-8448|971001-8449|971001-8450|971001-8451,5201927144463|5201927144470|5201927144487|5201927144494,21.00,21.00,8,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-fizz-8448/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-fizz-8449/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-fizz-8450/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-fizz-8451/
971002,LUNCH BAG COOLMI,POLO,4,3900|4400|5800|6000,Flowers Pink|Flowers Black|Flowers MInt|Animal Print,Ροζ|Μαύρο,O/S,971002-3900|971002-4400|971002-5800|971002-6000,5201927144647|5201927144630|5201927144623|5201927144654,16.00,16.00,4,https://www.polo.gr/bags/travel/el-travel-food-accessories/el-lunch-bag-coolmi-3900/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-coolmi-4400/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-coolmi-5800/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-coolmi-6000/
971003,LUNCH BAG KID’S FUN II,POLO,8,8419|8420|8421|8422|8423|8424|8425|8426,Butterfly|Unicorn|Gaming|8422|8423|Golden Ball|Fox|Mermaid,,O/S,971003-8419|971003-8420|971003-8421|971003-8422|971003-8423|971003-8424|971003-8425|971003-8426,5201927153137|5201927153144|5201927153151|5201927153168|5201927153175|5201927153182|5201927153199|5201927153205,20.00,20.00,24,https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-kids-fun-ii-8419/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-kids-fun-ii-8420/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-kids-fun-ii-8421/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-kids-fun-ii-8422/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-kids-fun-ii-8423/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-kids-fun-ii-8424/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-kids-fun-ii-8425/|https://www.polo.gr/bags/back2school/el-back2school-food-accessories/el-lunch-bag-kids-fun-ii-8426/
status,"ΘΕΡΜΟΣ BEVERAGE 0,50L (180050/1850) LAKEN",LAKEN,1,publish,publish,,,status-publish,,23.00,23.00,9,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-beverage-050l-180050-1850-laken-r/
